Content,Category,Case_Status,Profit_Center
"Comm100 Bot has joined the chat.
[2022/04/21 00:46:45]:Comm100 Bot:Hey there! 👋Thank you for visiting Comm100, the customer engagement solution that helps increase sales, improve customer satisfaction, build loyalty, and spread happiness. 😄From the topics below, which one are you most interested in getting help with today?
[Sales]
[Pre-sales Tech Support]
[Post-sales Tech Support]
[Partner]
[2022/04/21 00:46:55]:Visitor:Pre-sales Tech Support
[2022/04/21 00:46:58]:Comm100 Bot:Please hold on. Transferring you to our agent. ✈️
Agent Ammar - Comm100 has joined the chat.
[2022/04/21 00:46:59]:Ammar - Comm100:Hello 99.238.222.149, thank you for contacting us! How may I help you?
[2022/04/21 00:47:21]:Visitor:Hello, do you support french language for end user and/or administrators?
[2022/04/21 00:47:34]:Ammar - Comm100:Hello 
[2022/04/21 00:47:50]:Ammar - Comm100:We have auto translation yes
[2022/04/21 00:47:55]:Visitor:thank you
The visitor has left the chat.
The chat is ended.(2022/04/21 00:47:58)
",Support: Live Chat,Answered/Solved,SMB & APAC ENT
"Agent Ammar - Comm100 has joined the chat.
[2022/04/20 22:11:21]:Ammar - Comm100:Hello Ethan M, thank you for contacting us! How may I help you?
[2022/04/20 22:11:29]:Ethan M:Comm100 not showing # of completed chat data. It is only showing 10 chats for all reps when checking data or trying to fetch scores.


[2022/04/20 22:12:19]:Ammar - Comm100:Could you show me?
The visitor has left the chat.
The chat is ended.(2022/04/20 22:31:21)
",Support: Live Chat,No response from client,Vancouver ENT
"Agent Lucas - Comm100 has joined the chat.
[2022/04/20 21:54:47]:Lucas - Comm100:Hi Igor, this is Lucas with Comm100. How may I help you?
[2022/04/20 21:55:00]:Igor:Hi Lucas, Igor here from McMaster University
[2022/04/20 21:55:02]:Igor:How are you?
[2022/04/20 21:55:14]:Igor:I have quick question.
[2022/04/20 21:55:41]:Lucas - Comm100:Hello Igor
[2022/04/20 21:55:49]:Lucas - Comm100:I feel great. Thank you
[2022/04/20 21:56:39]:Igor:when visitor marks answer as not helpfull bot responds with message sorry that was not helpfull. let me connect you to the agent and shows button to connect to agent
[2022/04/20 21:57:09]:Igor:this is shown whether agents are online or not
[2022/04/20 21:57:19]:Igor:is there a way to adjust that
[2022/04/20 21:58:13]:Lucas - Comm100:Can you elaborate on """"this is shown whether agents are online or not""""?
[2022/04/20 21:59:35]:Igor:well this message is always shown when answer is not helpfull and it allows you connect to agent via the button.  This is good when it is 10 am in the morning when live agents are online but it is not usefull when it is 11pm when agents are not online
[2022/04/20 22:00:33]:Lucas - Comm100:Understood. May I know what you expect?
[2022/04/20 22:01:19]:Igor:well show this button to connect to agent if agents are online but dont show button when agents are offline (maybe show offline message without button).
[2022/04/20 22:01:56]:Igor:do you have any other suggestions?
[2022/04/20 22:02:35]:Lucas - Comm100:Thanks for the explanation. Please give me a few minutes to check.
[2022/04/20 22:02:59]:Igor:ok thanks
[2022/04/20 22:07:32]:Lucas - Comm100:Thanks for your waiting. I have a quick on Contact Agent action, the offline message is required. I may need to work further with our bot team if any workaround to make it happen.
[2022/04/20 22:07:50]:Lucas - Comm100:May I get back to you via email after the confirmation?
Ticket 18087 created successfully. The chat transcript will be attached to this ticket after the transcript is saved in the system.
[2022/04/20 22:07:56]:Igor:yes please
[2022/04/20 22:08:18]:Lucas - Comm100:Thanks. Is kamzic@mcmaster.ca your best email?
[2022/04/20 22:08:24]:Igor:yes it is
[2022/04/20 22:08:54]:Lucas - Comm100:Thanks
[2022/04/20 22:09:05]:Lucas - Comm100:Is there anything else I can help you with?
[2022/04/20 22:09:29]:Igor:no thank you
[2022/04/20 22:09:45]:Lucas - Comm100:Have a nice day and bye for now!
[2022/04/20 22:11:35]:Igor:bye
[2022/04/20 22:11:43]:Lucas - Comm100:Take care 
The visitor has left the chat.
The chat is ended.(2022/04/20 22:14:21)
",Support: Live Chat,Escalate to R&D,Vancouver ENT
"Comm100 Bot has joined the chat.
[2022/04/20 19:59:12]:Comm100 Bot:Hey there! 👋Thank you for visiting Comm100, the customer engagement solution that helps increase sales, improve customer satisfaction, build loyalty, and spread happiness. 😄From the topics below, which one are you most interested in getting help with today?
[Sales]
[Pre-sales Tech Support]
[Post-sales Tech Support]
[Partner]
[2022/04/20 20:00:31]:Visitor:Post-sales Tech Support
[2022/04/20 20:00:32]:Comm100 Bot:Thank you for contacting Comm100 Technical Support.My I have your name please?
[2022/04/20 20:02:15]:Visitor:wocao1315@gmail.com
[2022/04/20 20:02:15]:Comm100 Bot:Thank you, wocao1315@gmail.com. Please hold on. Transferring you to our agent. ✈️
Agent Lucas - Comm100 has joined the chat.
[2022/04/20 20:02:16]:Lucas - Comm100:Hi wocao1315@gmail.com, this is Lucas with Comm100. How may I help you?
[2022/04/20 20:03:37]:wocao1315@gmail.com:针对中国大陆的IP，我们测试发现中山、四川、深圳这些地区的IP，无法接入对话，是什么原因呢
[2022/04/20 20:03:48]:Lucas - Comm100:您好，您账户的中文在线客户服务已经转至https://www.livehelp100.com/cn/。您可以从那里得到帮助。谢谢。
Hello, the Chinese customer service for your account has been transferred to https://www.livehelp100.com/cn/. You will be assisted from there. Thank you.
The visitor has left the chat.
The chat is ended.(2022/04/20 20:06:19)
",Support: Live Chat,Answered/Solved,Gaming (Livehelp100)
"Comm100 Bot has joined the chat.
[2022/04/20 17:35:29]:Comm100 Bot:Hey there! 👋Thank you for visiting Comm100, the customer engagement solution that helps increase sales, improve customer satisfaction, build loyalty, and spread happiness. 😄From the topics below, which one are you most interested in getting help with today?
[Sales]
[Pre-sales Tech Support]
[Post-sales Tech Support]
[Partner]
[2022/04/20 17:35:42]:Visitor:Sales
[2022/04/20 17:35:42]:Comm100 Bot:Nice choice! ❤️

Please feel free to choose one of the options below.
[Book a Meeting]
[Chat with Sales]
[2022/04/20 17:35:46]:Visitor:Chat with Sales
[2022/04/20 17:35:46]:Comm100 Bot:Please hold on. Transferring you to our agent. ✈️
Agent Lucas - Comm100 has joined the chat.
[2022/04/20 17:35:47]:Lucas - Comm100:Hi 103.140.246.246, this is Lucas with Comm100. How may I help you?
The visitor has sent a file: image.png
[2022/04/20 17:36:07]:Visitor:你们这个客服提示可以弄掉吗
[2022/04/20 17:36:14]:Visitor:不用弄那么长
[2022/04/20 17:36:18]:Visitor:这样不好用
[2022/04/20 17:36:21]:Lucas - Comm100:您好
[2022/04/20 17:36:43]:Lucas - Comm100:您好，您账户的中文在线客户服务已经转至https://www.livehelp100.com/cn/。您可以从那里得到帮助。谢谢。
Agent Lucas - Comm100 has left the chat.
The chat is ended.(2022/04/20 18:10:36)
",Sales: Live Chat,Answered/Solved,Gaming (Livehelp100)
"Comm100 Bot has joined the chat.
[2022/04/20 17:35:08]:Comm100 Bot:Hey there! 👋Thank you for visiting Comm100, the customer engagement solution that helps increase sales, improve customer satisfaction, build loyalty, and spread happiness. 😄From the topics below, which one are you most interested in getting help with today?
[Sales]
[Pre-sales Tech Support]
[Post-sales Tech Support]
[Partner]
[2022/04/20 17:35:35]:Visitor:Sales
[2022/04/20 17:35:35]:Comm100 Bot:Nice choice! ❤️

Please feel free to choose one of the options below.
[Book a Meeting]
[Chat with Sales]
[2022/04/20 17:35:45]:Visitor:Chat with Sales
[2022/04/20 17:35:46]:Comm100 Bot:Please hold on. Transferring you to our agent. ✈️
Agent Lucas - Comm100 has joined the chat.
[2022/04/20 17:35:47]:Lucas - Comm100:Hi 5.30.224.175, this is Lucas with Comm100. How may I help you?
[2022/04/20 17:36:19]:Visitor:I want to know ur system price
[2022/04/20 17:36:50]:Lucas - Comm100:Hello
[2022/04/20 17:36:59]:Lucas - Comm100:Thanks for your interest in Comm100
[2022/04/20 17:37:35]:Lucas - Comm100:In order to deliver the best solution, may I get to know some basic info about your business?
[2022/04/20 17:38:05]:Lucas - Comm100:Company name. website, location, how many agents you want to start with
[2022/04/20 17:39:45]:Visitor:I just want to know ur system price,coz my company website still now open it, then we looking for good customer service system
[2022/04/20 17:40:25]:Visitor:maybe we will take 5 for first time
[2022/04/20 17:40:35]:Lucas - Comm100:Noted. The final price is determined by the plan you select, the payment term and so on
[2022/04/20 17:40:57]:Lucas - Comm100:May I ask when you want to use live chat service?
[2022/04/20 17:41:07]:Visitor:what kind of your plan ?
[2022/04/20 17:41:08]:Lucas - Comm100:What's your business about?
[2022/04/20 17:41:17]:Lucas - Comm100:The service plan
[2022/04/20 17:41:24]:Visitor:maybe next month
[2022/04/20 17:41:31]:Visitor:e-shop
[2022/04/20 17:42:13]:Lucas - Comm100:Thanks for letting me know. As the pricing is given by our sales rep, could you please leave us your best contact?
[2022/04/20 17:42:52]:Visitor:you mean phone nubmer?
[2022/04/20 17:43:35]:Lucas - Comm100:Email and phone number are preferred
[2022/04/20 17:43:58]:Visitor:weilanko0801@gmail.com
[2022/04/20 17:44:05]:Visitor:+971  5866 19561
[2022/04/20 17:44:27]:Lucas - Comm100:Thank you. May I know your name?
[2022/04/20 17:44:51]:Visitor:Candy
[2022/04/20 17:45:17]:Lucas - Comm100:Thanks for all the info. Candy.
[2022/04/20 17:45:44]:Lucas - Comm100:I have filled in on my side. A sales rep will connect with you soon
The visitor has left the chat.
The chat is ended.(2022/04/20 17:46:19)
",Sales: Live Chat,Net New Lead created in SF,SMB & APAC ENT
"Agent Walid - Comm100 has joined the chat.
[2022/04/20 16:49:02]:Walid - Comm100:Hello Felix, How are you doing today? You have contacted Comm100 Technical Support team. What do you need help with? 
[2022/04/20 16:49:36]:Felix:您好
Agent Walid - Comm100 has turned on Auto Translation.
[2022/04/20 16:49:51]:Felix:I have a question as follows:(Translation)我有一个问题如下：(Original)
[2022/04/20 16:49:51]:Walid - Comm100:你好(Translation)Hello(Original)
[2022/04/20 16:50:20]:Felix:1. Whether to do jump design, because the steps of clicking livechat now are a little more(Translation)1.是否做跳转的设计，因为现在点击livechat的步骤有一点多(Original)
[2022/04/20 16:50:48]:Walid - Comm100:你是说聊天链接吗？(Translation)Do you mean a chat link?(Original)
[2022/04/20 16:51:13]:Felix:It's not chat, I hope that after users click on livecha, the page they enter is the following page(Translation)不是聊天，是希望用户点击livecha之后，进入的页面是以下页面(Original)
The visitor has sent a file: image.png
[2022/04/20 16:51:53]:Walid - Comm100:你想在聊天前问候中放一个超链接吗？(Translation)You want to put a hyperlink there in the pre-chat greeting?(Original)
[2022/04/20 16:51:57]:Felix:I hope that after the user clicks the livech, the above page will appear directly, and the first two steps will be omitted.(Translation)希望用户点击livech之后，直接出现上面的页面，把前两个步骤省略掉(Original)
[2022/04/20 16:52:12]:Felix:It has nothing to do with the link, I hope to omit the first two steps(Translation)跟链接没有关系，是希望省略前面两个步骤(Original)
[2022/04/20 16:52:28]:Walid - Comm100:您想禁用聊天前表单吗？(Translation)You want to disable the pre-chat form? (Original)
[2022/04/20 16:52:35]:Felix:yes(Translation)是的(Original)
[2022/04/20 16:52:48]:Felix:Go directly to the third page(Translation)直接进入第3个页面(Original)
[2022/04/20 16:52:49]:Walid - Comm100:哦，这很简单，你只需要禁用它(Translation)Oh that's easy, you just need to disable it(Original)
[2022/04/20 16:53:05]:Walid - Comm100:活动 > 聊天前>>(Translation)Campaign > Pre-chat>> (Original)
[2022/04/20 16:53:12]:Felix:Where does it operate?(Translation)是在什么位置操作呢(Original)
Agent Walid - Comm100 has sent a file: 1650444815983.png
[2022/04/20 16:53:43]:Walid - Comm100:在这个页面的顶部有一个拨动开关(Translation)On this page at the top there's a toggle switch (Original)
[2022/04/20 16:54:03]:Walid - Comm100:你只需要把它关掉。就是这样(Translation)You just need to turn it off. That's it(Original)
The visitor has sent a file: image.png
[2022/04/20 16:54:29]:Felix:Hi, is this location?(Translation)您好，是这个位置吗？(Original)
[2022/04/20 16:54:53]:Walid - Comm100:不，这是离线消息设置(Translation)No this is the Offline Message settings (Original)
[2022/04/20 16:55:00]:Walid - Comm100:你应该去聊天前设置(Translation)You should go to the Pre-Chat settings (Original)
[2022/04/20 16:55:04]:Walid - Comm100:让我给你截图(Translation)Let me send you a screenshot (Original)
[2022/04/20 16:55:20]:Felix:OK(Translation)好的(Original)
[2022/04/20 16:55:23]:Felix:thanks(Translation)谢谢(Original)
Agent Walid - Comm100 has sent a file: 1650444946558.png
[2022/04/20 16:55:51]:Walid - Comm100:关闭此功能(Translation)Turn this off(Original)
[2022/04/20 16:57:23]:Felix:Ok, thank you(Translation)好的，谢谢您(Original)
[2022/04/20 16:57:26]:Felix:I really want to(Translation)我好想会了(Original)
[2022/04/20 16:57:29]:Felix:I am awesome(Translation)我真棒(Original)
[2022/04/20 16:57:42]:Walid - Comm100:哈哈好的(Translation)Haha OK(Original)
[2022/04/20 16:58:38]:Walid - Comm100:祝你有美好的一天！(Translation)Have a good day! (Original)
Agent Walid - Comm100 has left the chat.
The chat is ended.(2022/04/20 16:59:36)
",Support: Live Chat,Answered/Solved,SMB & APAC ENT
"Agent Lucas - Comm100 has joined the chat.
[2022/04/20 15:31:46]:Lucas - Comm100:Hi Birgit, this is Lucas with Comm100. How may I help you?
[2022/04/20 15:32:27]:Birgit:Hi, since the update, we receive notifications (not just the pop up, but sounds too) when there is a Facebook message. We'd like to turn this off, it is extremely annoying
[2022/04/20 15:32:42]:Lucas - Comm100:Hello Birgit
[2022/04/20 15:33:23]:Lucas - Comm100:Let me guide you how to turn it off
[2022/04/20 15:34:43]:Lucas - Comm100:Navigate to Preferences > Ticketing & Messaging > Sound & Popup
Agent Lucas - Comm100 has sent a file: 1650440113023.png
[2022/04/20 15:35:28]:Birgit:Public, private? 
[2022/04/20 15:35:38]:Birgit:What's the difference?
Agent Lucas - Comm100 has sent a file: 1650440208726.png
Agent Lucas - Comm100 has sent a file: 1650440208797.png
[2022/04/20 15:37:13]:Birgit:Great, thanks for your help
[2022/04/20 15:37:26]:Lucas - Comm100:You can see the tooltip if you move mouse over the texts
[2022/04/20 15:37:37]:Lucas - Comm100:You are very welcome
[2022/04/20 15:37:49]:Birgit:Have a nice day
[2022/04/20 15:38:05]:Lucas - Comm100:Have a nice day and bye for now!
Agent Lucas - Comm100 has left the chat.
The chat is ended.(2022/04/20 15:39:23)
",Support: Ticketing & Messaging,Answered/Solved,Vancouver ENT
"Comm100 Bot has joined the chat.
[2022/04/20 14:18:42]:Comm100 Bot:Hey there! 👋Thank you for visiting Comm100, the customer engagement solution that helps increase sales, improve customer satisfaction, build loyalty, and spread happiness. 😄From the topics below, which one are you most interested in getting help with today?
[Sales]
[Pre-sales Tech Support]
[Post-sales Tech Support]
[Partner]
[2022/04/20 14:18:53]:Visitor:Sales
[2022/04/20 14:18:53]:Comm100 Bot:Nice choice! ❤️

Please feel free to choose one of the options below.
[Book a Meeting]
[Chat with Sales]
[2022/04/20 14:18:58]:Visitor:Chat with Sales
[2022/04/20 14:18:58]:Comm100 Bot:Please hold on. Transferring you to our agent. ✈️
Agent Walid - Comm100 has joined the chat.
[2022/04/20 14:18:59]:Walid - Comm100:Hello 193.176.84.146, How are you doing today? You have contacted Comm100 Technical Support team. What do you need help with? 
[2022/04/20 14:19:03]:Visitor:Hi
[2022/04/20 14:19:08]:Visitor:We are 
[2022/04/20 14:19:12]:Visitor:Big site
[2022/04/20 14:19:15]:Visitor:We will try
[2022/04/20 14:19:17]:Visitor:14 days
[2022/04/20 14:19:20]:Visitor:We activated
[2022/04/20 14:19:31]:Visitor:Can you make """"Available in a higher edition. """"
[2022/04/20 14:19:41]:Visitor:For upload chat button image *
[2022/04/20 14:19:42]:Visitor:?
[2022/04/20 14:19:48]:Visitor:We will buy after 14 days
[2022/04/20 14:20:12]:Walid - Comm100:Do you have Brian's skype contact? 
[2022/04/20 14:20:27]:Visitor:no
[2022/04/20 14:21:26]:Walid - Comm100:Alright. Please add keyi_lan
[2022/04/20 14:21:37]:Visitor:Ejsy
[2022/04/20 14:21:39]:Visitor:What
[2022/04/20 14:21:42]:Visitor:keyi _lan
[2022/04/20 14:21:43]:Walid - Comm100:add the skype and send him a message with the feature you need 
[2022/04/20 14:22:00]:Walid - Comm100:keyi_lan is his skype id
[2022/04/20 14:22:01]:Visitor:i added
[2022/04/20 14:22:08]:Visitor:sended message
[2022/04/20 14:22:10]:Visitor:waiting accept
[2022/04/20 14:22:15]:Visitor:and i will ask somethıng
[2022/04/20 14:22:25]:Walid - Comm100:Alright. Please wait for him to reply 
[2022/04/20 14:22:30]:Visitor:How the chat shows members AMOUNTS ?
[2022/04/20 14:22:35]:Visitor:in betconstruct
[2022/04/20 14:22:38]:Visitor:How we can do
[2022/04/20 14:22:50]:Walid - Comm100:What is member amounts? 
[2022/04/20 14:23:06]:Visitor:members balance
[2022/04/20 14:23:58]:Walid - Comm100:Do you have that info in your website database? 
[2022/04/20 14:28:42]:Walid - Comm100:Hello.. Are you still there
[2022/04/20 14:32:13]:Walid - Comm100:I haven't got any reply from you. It seems that you’re not available at the moment. I am going to leave this chat now. If you have any other questions, please feel free to try us again anytime. Bye for now and have a great day!
The visitor has left the chat.
The chat is ended.(2022/04/20 14:32:16)
",Support: Live Chat,Answered/Solved,SMB & APAC ENT
"Comm100 Bot has joined the chat.
[2022/04/20 12:04:11]:Comm100 Bot:Hey there! 👋Thank you for visiting Comm100, the customer engagement solution that helps increase sales, improve customer satisfaction, build loyalty, and spread happiness. 😄From the topics below, which one are you most interested in getting help with today?
[Sales]
[Pre-sales Tech Support]
[Post-sales Tech Support]
[Partner]
[2022/04/20 12:04:22]:lance.shen:Post-sales Tech Support
[2022/04/20 12:04:23]:Comm100 Bot:Thank you for contacting Comm100 Technical Support.My I have your name please?
[2022/04/20 12:04:36]:lance.shen:lance.shen
[2022/04/20 12:04:36]:Comm100 Bot:Thank you, lance.shen. Please hold on. Transferring you to our agent. ✈️
Agent Walid - Comm100 has joined the chat.
[2022/04/20 12:04:38]:Walid - Comm100:Hello lance.shen, How are you doing today? You have contacted Comm100 Technical Support team. What do you need help with? 
[2022/04/20 12:04:48]:lance.shen:hi waild 
[2022/04/20 12:05:13]:lance.shen:here is 5000437
[2022/04/20 12:06:03]:lance.shen:may i got one public domain and DNS is 
not 13.35.7.*
[2022/04/20 12:06:41]:lance.shen:cause some customer open comm100 and keep loading
[2022/04/20 12:07:02]:lance.shen:i think we need others DNS doamin 
The visitor has left the chat.
The chat is ended.(2022/04/20 12:10:00)
",Support: Live Chat,Answered/Solved,Gaming (Livehelp100)
"Comm100 Bot has joined the chat.
[2022/04/20 08:43:28]:Comm100 Bot:Hey there! 👋Thank you for visiting Comm100, the customer engagement solution that helps increase sales, improve customer satisfaction, build loyalty, and spread happiness. 😄From the topics below, which one are you most interested in getting help with today?
[Sales]
[Pre-sales Tech Support]
[Post-sales Tech Support]
[Partner]
[2022/04/20 08:43:35]:Visitor:Partner
[2022/04/20 08:43:35]:Comm100 Bot:What type of partnership are you most interested in discussing?
[Referral]
[Reseller]
[White Label]
[Integration]
[2022/04/20 08:43:39]:Visitor:Integration
[2022/04/20 08:43:40]:Comm100 Bot:Would you like to speak with someone immediately or book a time to talk with someone?
[Chat Now]
[Book a Time]
[2022/04/20 08:43:43]:Visitor:Chat Now
[2022/04/20 08:43:43]:Comm100 Bot:What regions does your business cover?

[North & South America]
[EMEA & APAC]
[2022/04/20 08:43:47]:Visitor:North & South America
[2022/04/20 08:43:47]:Comm100 Bot:May I have your name please?
[2022/04/20 08:43:53]:Visitor:wfo9tstdpf@popcornfarm7.com
[2022/04/20 08:43:53]:Comm100 Bot:May I have your email address please?
[2022/04/20 08:44:00]:wfo9tstdpf@popcornfarm7.com:wfo9tstdpf@popcornfarm7.com
Agent Walid - Comm100 has joined the chat.
[2022/04/20 08:44:00]:Walid - Comm100:Hello wfo9tstdpf@popcornfarm7.com, How are you doing today? You have contacted Comm100 Technical Support team. What do you need help with? 
[2022/04/20 08:44:03]:wfo9tstdpf@popcornfarm7.com:hello
[2022/04/20 08:44:25]:wfo9tstdpf@popcornfarm7.com:Can you activate my account for 1 day, I will pay tomorrow, my work is a little fast please.

[2022/04/20 08:44:53]:wfo9tstdpf@popcornfarm7.com:walid?
[2022/04/20 08:45:03]:wfo9tstdpf@popcornfarm7.com:wfo9tstdpf@popcornfarm7.com
[2022/04/20 08:45:08]:Walid - Comm100:Let me check 
[2022/04/20 08:46:40]:wfo9tstdpf@popcornfarm7.com:customers are waiting for you

[2022/04/20 08:47:20]:Walid - Comm100:You know it wouldn't happen if you had paid the bill in time
[2022/04/20 08:47:46]:wfo9tstdpf@popcornfarm7.com:I know, I always extend and pay for 1 day, I can't reach the accounting at this hour.

[2022/04/20 08:48:06]:Walid - Comm100:I've opened the account temporarily 
Ticket 18075 created successfully. The chat transcript will be attached to this ticket after the transcript is saved in the system.
[2022/04/20 08:48:21]:wfo9tstdpf@popcornfarm7.com:thanks bro
[2022/04/20 08:48:23]:Walid - Comm100:Make sure the bill is paid asap
[2022/04/20 08:48:30]:Walid - Comm100:Have a good day
[2022/04/20 08:49:08]:wfo9tstdpf@popcornfarm7.com:error

[2022/04/20 08:49:09]:wfo9tstdpf@popcornfarm7.com:chat
The visitor has sent a file: Ekran Resmi 2022-04-20 01.49.19.png
[2022/04/20 08:49:46]:Walid - Comm100:Can you restart the app or refresh the page
[2022/04/20 08:49:58]:Walid - Comm100:Then try again
[2022/04/20 08:50:45]:Walid - Comm100:Are you able to login? 
[2022/04/20 08:51:49]:Walid - Comm100:I haven't got any reply from you. It seems that you’re not available at the moment. I am going to leave this chat now. If you have any other questions, please feel free to try us again anytime. Bye for now and have a great day!
Agent Walid - Comm100 has left the chat.
The chat is ended.(2022/04/20 08:51:53)
",Billing: Ask for Extension,Answered/Solved,SMB & APAC ENT
"Comm100 Bot has joined the chat.
[2022/04/20 07:58:54]:Comm100 Bot:Hey there! 👋Thank you for visiting Comm100, the customer engagement solution that helps increase sales, improve customer satisfaction, build loyalty, and spread happiness. 😄From the topics below, which one are you most interested in getting help with today?
[Sales]
[Pre-sales Tech Support]
[Post-sales Tech Support]
[Partner]
[2022/04/20 07:59:20]:Priscilla Walther:Pre-sales Tech Support
[2022/04/20 07:59:20]:Comm100 Bot:Please hold on. Transferring you to our agent. ✈️
Agent Jed - Comm100 has joined the chat.
[2022/04/20 07:59:21]:Jed - Comm100:Hello, thank you for contacting Comm100! How may I help you?
[2022/04/20 08:00:35]:Priscilla Walther:Hi - I wanted to test drive your chatbot feature. But when I signed up, it gives me access only to live chat and no way to test drive the build-your-own-chatbot feature. Is it possible to add that feature during my 15 day free trial?
[2022/04/20 08:01:02]:Jed - Comm100:Hi Priscilla, I will have someone from our sales team take a look at this for you.
[2022/04/20 08:01:14]:Jed - Comm100:is this the email that you can be reached at? pwalther@llu.edu
[2022/04/20 08:01:16]:Priscilla Walther:Great. Thanks!
[2022/04/20 08:01:22]:Priscilla Walther:That is correct
[2022/04/20 08:01:59]:Priscilla Walther:I got an email from someone named Taylor Mahal
[2022/04/20 08:02:44]:Jed - Comm100:okay, yes you can reply to her directly about this
[2022/04/20 08:03:15]:Priscilla Walther:Okay, I told her that I was hoping for such a feature. Should I just wait to hear from her or are you going to contact her as well?
[2022/04/20 08:04:10]:Jed - Comm100:yes you can wait to hear from her and I'll follow up with her as well
[2022/04/20 08:04:42]:Priscilla Walther:Okay, great. Thank you
[2022/04/20 08:04:47]:Priscilla Walther:Have a nice day!
[2022/04/20 08:05:45]:Jed - Comm100:you're welcome and have a nice day Priscilla!
The visitor has left the chat.
The chat is ended.(2022/04/20 08:07:13)
",Sales: Live Chat,Handover to team member,Vancouver ENT
"Agent Ammar - Comm100 has joined the chat.
[2022/04/20 04:44:27]:Ammar - Comm100:Hello Jeremy Dunn, thank you for contacting us! How may I help you?
[2022/04/20 04:44:41]:Jeremy Dunn:Can I add a Secure Form to a Task Bot? 
[2022/04/20 04:45:25]:Ammar - Comm100:Let me double check for you 
[2022/04/20 04:48:16]:Ammar - Comm100:You cannot have a secure form in bot 
[2022/04/20 04:49:04]:Jeremy Dunn:Okay, thank you.  Is there a way to send a secure form before it gets to an agent?  Or does the agent have to send the secure form? 
[2022/04/20 04:49:18]:Ammar - Comm100:Agent will have to send it 
[2022/04/20 04:49:25]:Jeremy Dunn:Okay, thank you.
[2022/04/20 04:49:31]:Ammar - Comm100:No problem 
[2022/04/20 04:49:38]:Jeremy Dunn:Have a good day
[2022/04/20 04:49:45]:Ammar - Comm100:You as well
[2022/04/20 04:49:47]:Ammar - Comm100:Take care 
The visitor has left the chat.
The chat is ended.(2022/04/20 04:49:52)
",Support: Live Chat,Answered/Solved,SMB & APAC ENT
"Comm100 Bot has joined the chat.
[2022/04/20 04:18:51]:Comm100 Bot:Hey there! 👋Thank you for visiting Comm100, the customer engagement solution that helps increase sales, improve customer satisfaction, build loyalty, and spread happiness. 😄From the topics below, which one are you most interested in getting help with today?
[Sales]
[Pre-sales Tech Support]
[Post-sales Tech Support]
[Partner]
[2022/04/20 04:19:02]:Mike Beardsley:Sales
[2022/04/20 04:19:02]:Comm100 Bot:Nice choice! ❤️

Please feel free to choose one of the options below.
[Book a Meeting]
[Chat with Sales]
[2022/04/20 04:19:11]:Mike Beardsley:Chat with Sales
[2022/04/20 04:19:11]:Comm100 Bot:Please hold on. Transferring you to our agent. ✈️
Agent Ammar - Comm100 has joined the chat.
[2022/04/20 04:19:12]:Ammar - Comm100:Hello Mike Beardsley, thank you for contacting us! How may I help you?
[2022/04/20 04:19:45]:Mike Beardsley:I want to pay for the 29.99 plan but it wont let me select it
[2022/04/20 04:21:42]:Ammar - Comm100:let me check 
[2022/04/20 04:24:59]:Ammar - Comm100:I switched you to the 
[2022/04/20 04:25:13]:Ammar - Comm100:$29 plan 
The visitor has left the chat.
The chat is ended.(2022/04/20 04:38:11)
",Support: Live Chat,Answered/Solved,SMB & APAC ENT
"Comm100 Bot has joined the chat.
[2022/04/20 02:43:02]:Comm100 Bot:Hey there! 👋Thank you for visiting Comm100, the customer engagement solution that helps increase sales, improve customer satisfaction, build loyalty, and spread happiness. 😄From the topics below, which one are you most interested in getting help with today?
[Sales]
[Pre-sales Tech Support]
[Post-sales Tech Support]
[Partner]
[2022/04/20 02:43:19]:Charlotte White:Pre-sales Tech Support
[2022/04/20 02:43:19]:Comm100 Bot:Please hold on. Transferring you to our agent. ✈️
Agent Ammar - Comm100 has joined the chat.
[2022/04/20 02:43:20]:Ammar - Comm100:Hello Charlotte White, thank you for contacting us! How may I help you?
[2022/04/20 02:43:42]:Charlotte White:I want this canned messages unlocked  
[2022/04/20 02:43:47]:Charlotte White:please
[2022/04/20 02:43:52]:Ammar - Comm100:Hello 
[2022/04/20 02:44:16]:Ammar - Comm100:Could I get your contact info? I will get an account manager to contact you 
The visitor has left the chat.
The chat is ended.(2022/04/20 02:59:10)
",Support: Live Chat,Answered/Solved,SMB & APAC ENT
